name,family,tdp,cores,threads,memory,embodied
Intel Xeon Platinum 8280L,Cascade Lake,205,28,56,11776.0,42240.0
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,128.0,1156.0
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,64.0,392.5
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,192.0,1114.0
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,6.0,33.8
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,26.0,142.4
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,16.0,103.4
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,192.0,1241.0
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,128.0,649.4
AMD EPYC 9334,Genoa,210,32,64,480.0,1914.0
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,384.0,1694.0
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,64.0,324.7
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,256.0,1299.0
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,16.0,99.9
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,13.0,71.2
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,314.0,1716.0
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,32.0,206.8
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,128.0,827.3
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,384.0,1948.0
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,128.0,938.0
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,192.0,1733.0
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,384.0,2228.0
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,256.0,1316.0
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,32.0,141.2
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,64.0,282.3
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,256.0,1129.0
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,512.0,2259.0
AMD EPYC 9334,Genoa,210,32,64,240.0,957.8
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,32.0,228.0
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,8.0,41.1
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,32.0,164.5
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,192.0,986.8
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,768.0,3388.0
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,32.0,162.3
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,768.0,3896.0
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,48.0,316.6
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,32.0,234.5
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,16.0,144.5
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,64.0,577.8
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,128.0,657.9
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,512.0,2597.0
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,192.0,1266.0
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,96.0,866.7
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,128.0,784.9
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,16.0,82.2
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,52.0,284.7
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,256.0,1655.0
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,16.0,70.6
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,24.0,158.3
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,64.0,469.0
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,256.0,1876.0
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,32.0,288.9
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,256.0,1443.0
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,64.0,328.9
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,157.0,857.9
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,384.0,1974.0
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,8.0,51.7
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,64.0,413.7
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,384.0,2482.0
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,128.0,564.7
Intel Xeon Platinum 8259CL,Cascade Lake,210,24,48,16.0,81.2
Annapurna Labs Graviton3,Graviton3,220,64,64,64.0,476.6
Annapurna Labs Graviton3,Graviton3,220,64,64,4.0,46.0
Annapurna Labs Graviton3,Graviton3,220,64,64,16.0,184.3
Annapurna Labs Graviton3,Graviton3,220,64,64,32.0,368.9
Annapurna Labs Graviton3,Graviton3,220,64,64,64.0,356.2
Annapurna Labs Graviton3,Graviton3,220,64,64,16.0,119.1
Annapurna Labs Graviton3,Graviton3,220,64,64,8.0,92.2
Annapurna Labs Graviton3,Graviton3,220,64,64,128.0,712.3
Annapurna Labs Graviton3,Graviton3,220,64,64,4.0,22.3
Annapurna Labs Graviton3,Graviton3,220,64,64,32.0,178.1
Annapurna Labs Graviton3,Graviton3,220,64,64,192.0,1068.0
Annapurna Labs Graviton3,Graviton3,220,64,64,256.0,1425.0
Annapurna Labs Graviton3,Graviton3,220,64,64,8.0,43.9
Annapurna Labs Graviton3,Graviton3,220,64,64,8.0,37.0
Annapurna Labs Graviton3,Graviton3,220,64,64,16.0,74.0
Annapurna Labs Graviton3,Graviton3,220,64,64,16.0,90.2
Annapurna Labs Graviton3,Graviton3,220,64,64,4.0,21.9
Annapurna Labs Graviton3,Graviton3,220,64,64,16.0,87.7
Annapurna Labs Graviton3,Graviton3,220,64,64,128.0,701.9
Annapurna Labs Graviton3,Graviton3,220,64,64,96.0,714.9
Annapurna Labs Graviton3,Graviton3,220,64,64,64.0,737.8
Annapurna Labs Graviton3,Graviton3,220,64,64,96.0,1107.0
Annapurna Labs Graviton3,Graviton3,220,64,64,8.0,59.6
Annapurna Labs Graviton3,Graviton3,220,64,64,2.0,23.0
Annapurna Labs Graviton3,Graviton3,220,64,64,8.0,44.5
Annapurna Labs Graviton3,Graviton3,220,64,64,256.0,1404.0
Annapurna Labs Graviton3,Graviton3,220,64,64,64.0,295.9
Annapurna Labs Graviton3,Graviton3,220,64,64,32.0,180.6
Annapurna Labs Graviton3,Graviton3,220,64,64,128.0,1476.0
Annapurna Labs Graviton3,Graviton3,220,64,64,128.0,591.9
Annapurna Labs Graviton3,Graviton3,220,64,64,64.0,350.9
Annapurna Labs Graviton3,Graviton3,220,64,64,256.0,1184.0
Annapurna Labs Graviton3,Graviton3,220,64,64,384.0,1776.0
Annapurna Labs Graviton3,Graviton3,220,64,64,2.0,14.9
Annapurna Labs Graviton3,Graviton3,220,64,64,4.0,29.8
Annapurna Labs Graviton3,Graviton3,220,64,64,32.0,238.3
Annapurna Labs Graviton3,Graviton3,220,64,64,32.0,175.5
Annapurna Labs Graviton3,Graviton3,220,64,64,512.0,2368.0
Annapurna Labs Graviton3,Graviton3,220,64,64,8.0,45.1
Annapurna Labs Graviton3,Graviton3,220,64,64,256.0,1445.0
Annapurna Labs Graviton3,Graviton3,220,64,64,384.0,2167.0
Annapurna Labs Graviton3,Graviton3,220,64,64,512.0,2890.0
Annapurna Labs Graviton3,Graviton3,220,64,64,128.0,953.2
Annapurna Labs Graviton3,Graviton3,220,64,64,16.0,89.0
Annapurna Labs Graviton3,Graviton3,220,64,64,192.0,1053.0
Annapurna Labs Graviton3,Graviton3,220,64,64,32.0,148.0
Annapurna Labs Graviton3,Graviton3,220,64,64,64.0,361.1
Annapurna Labs Graviton3,Graviton3,220,64,64,128.0,722.5
AMD EPYC 7R13,Milan,225,48,96,8.0,40.4
AMD EPYC 7R13,Milan,225,48,96,192.0,970.2
AMD EPYC 7R13,Milan,225,48,96,256.0,1031.0
AMD EPYC 7R13,Milan,225,48,96,384.0,1546.0
AMD EPYC 7R13,Milan,225,48,96,512.0,2061.0
AMD EPYC 7543,Milan,225,32,64,16.0,69.4
AMD EPYC 7543,Milan,225,32,64,64.0,272.6
AMD EPYC 7R13,Milan,225,48,96,256.0,1118.0
AMD EPYC 7R13,Milan,225,48,96,512.0,2236.0
AMD EPYC 7R13,Milan,225,48,96,128.0,515.3
AMD EPYC 7R13,Milan,225,48,96,1024.0,4122.0
AMD EPYC 7543,Milan,225,32,64,32.0,128.3
AMD EPYC 7R13,Milan,225,48,96,64.0,323.4
AMD EPYC 7R13,Milan,225,48,96,256.0,1294.0
AMD EPYC 7R13,Milan,225,48,96,384.0,1940.0
AMD EPYC 7R13,Milan,225,48,96,8.0,34.9
AMD EPYC 7R13,Milan,225,48,96,16.0,64.4
AMD EPYC 7543,Milan,225,32,64,8.0,35.5
AMD EPYC 7543,Milan,225,32,64,2.0,10.9
AMD EPYC 7543,Milan,225,32,64,128.0,543.7
AMD EPYC 7543,Milan,225,32,64,32.0,137.0
AMD EPYC 7R13,Milan,225,48,96,128.0,646.8
AMD EPYC 7R13,Milan,225,48,96,192.0,838.7
AMD EPYC 7R13,Milan,225,48,96,768.0,3092.0
AMD EPYC 7543,Milan,225,32,64,8.0,39.1
AMD EPYC 7543,Milan,225,32,64,8.0,39.9
AMD EPYC 7R13,Milan,225,48,96,16.0,80.8
AMD EPYC 7R13,Milan,225,48,96,32.0,161.7
AMD EPYC 7R13,Milan,225,48,96,16.0,69.9
AMD EPYC 7R13,Milan,225,48,96,384.0,1677.0
AMD EPYC 7R13,Milan,225,48,96,768.0,3355.0
AMD EPYC 7R13,Milan,225,48,96,2048.0,12200.0
AMD EPYC 7543,Milan,225,32,64,128.0,543.8
AMD EPYC 7543,Milan,225,32,64,64.0,272.7
AMD EPYC 7543,Milan,225,32,64,32.0,137.2
AMD EPYC 7543,Milan,225,32,64,512.0,2029.0
AMD EPYC 7R13,Milan,225,48,96,4.0,20.2
AMD EPYC 7R13,Milan,225,48,96,64.0,279.6
AMD EPYC 7R13,Milan,225,48,96,1536.0,6183.0
AMD EPYC 7543,Milan,225,32,64,384.0,1628.0
AMD EPYC 7543,Milan,225,32,64,32.0,154.8
AMD EPYC 7543,Milan,225,32,64,64.0,255.0
AMD EPYC 7543,Milan,225,32,64,16.0,69.2
AMD EPYC 7R13,Milan,225,48,96,96.0,485.1
AMD EPYC 7R13,Milan,225,48,96,32.0,139.8
AMD EPYC 7R13,Milan,225,48,96,32.0,128.8
AMD EPYC 7R13,Milan,225,48,96,64.0,257.6
AMD EPYC 7543,Milan,225,32,64,256.0,1086.0
AMD EPYC 7543,Milan,225,32,64,4.0,20.3
AMD EPYC 7543,Milan,225,32,64,64.0,308.1
AMD EPYC 7543,Milan,225,32,64,128.0,614.5
AMD EPYC 7543,Milan,225,32,64,256.0,1015.0
AMD EPYC 7543,Milan,225,32,64,8.0,35.4
AMD EPYC 7R13,Milan,225,48,96,128.0,559.1
AMD EPYC 7543,Milan,225,32,64,4.0,20.8
AMD EPYC 7543,Milan,225,32,64,16.0,78.2
AMD EPYC 7543,Milan,225,32,64,128.0,508.4
AMD EPYC 7543,Milan,225,32,64,16.0,65.0
Intel Xeon Platinum 8124M,Skylake,240,18,36,8.0,58.7
Intel Xeon Platinum 8124M,Skylake,240,18,36,32.0,291.4
Intel Xeon Platinum 8124M,Skylake,240,18,36,21.0,136.7
Intel Xeon Platinum 8175M,Skylake,240,24,48,32.0,476.5
Intel Xeon Platinum 8275CL,Cascade Lake,240,24,48,8.0,52.8
Intel Xeon Platinum 8175M,Skylake,240,24,48,192.0,961.3
Intel Xeon Platinum 8175M,Skylake,240,24,48,8.0,50.6
Intel Xeon Platinum 8175M,Skylake,240,24,48,32.0,202.6
Intel Xeon Platinum 8252C,Cascade Lake,240,12,24,16.0,108.1
Intel Xeon Platinum 8275CL,Cascade Lake,240,24,48,1152.0,5882.0
Intel Xeon Platinum 8175M,Skylake,240,24,48,16.0,69.5
Intel Xeon Platinum 8175M,Skylake,240,24,48,106.0,475.1
Intel Xeon Platinum 8175M,Skylake,240,24,48,128.0,556.2
Intel Xeon Platinum 8175M,Skylake,240,24,48,636.0,2851.0
Intel Xeon Platinum 8151,Skylake,240,12,24,384.0,1912.0
Intel Xeon Platinum 8124M,Skylake,240,18,36,11.0,70.3
Intel Xeon Platinum 8175M,Skylake,240,24,48,192.0,2859.0
Intel Xeon Platinum 8275CL,Cascade Lake,240,24,48,48.0,316.6
Intel Xeon Platinum 8275CL,Cascade Lake,240,24,48,192.0,1266.0
Intel Xeon Platinum 8175M,Skylake,240,24,48,384.0,1923.0
Intel Xeon Platinum 8175M,Skylake,240,24,48,128.0,810.3
Intel Xeon Platinum 8175M,Skylake,240,24,48,768.0,3591.0
Intel Xeon Platinum 8175M,Skylake,240,24,48,53.0,237.6
Intel Xeon Platinum 8175M,Skylake,240,24,48,64.0,278.1
Intel Xeon Platinum 8175M,Skylake,240,24,48,4.0,25.3
Intel Xeon Platinum 8175M,Skylake,240,24,48,64.0,953.0
Intel Xeon Platinum 8252C,Cascade Lake,240,12,24,32.0,216.3
Intel Xeon Platinum 8252C,Cascade Lake,240,12,24,48.0,324.4
Intel Xeon Platinum 8275CL,Cascade Lake,240,24,48,1152.0,5926.0
Intel Xeon Platinum 8175M,Skylake,240,24,48,13.0,58.5
Intel Xeon Platinum 8175M,Skylake,240,24,48,3.0,21.6
Intel Xeon Platinum 8252C,Cascade Lake,240,12,24,1536.0,6217.0
Intel Xeon Platinum 8151,Skylake,240,12,24,96.0,477.9
Intel Xeon Platinum 8151,Skylake,240,12,24,96.0,541.4
Intel Xeon Platinum 8151,Skylake,240,12,24,192.0,1083.0
Intel Xeon Platinum 8151,Skylake,240,12,24,384.0,2166.0
Intel Xeon Platinum 8124M,Skylake,240,18,36,4.0,29.4
Intel Xeon Platinum 8124M,Skylake,240,18,36,144.0,1057.0
Intel Xeon Platinum 8275CL,Cascade Lake,240,24,48,192.0,1298.0
Intel Xeon Platinum 8124M,Skylake,240,18,36,4.0,36.4
Intel Xeon Platinum 8124M,Skylake,240,18,36,72.0,655.6
Intel Xeon Platinum 8275CL,Cascade Lake,240,24,48,96.0,903.0
Intel Xeon Platinum 8124M,Skylake,240,18,36,192.0,1242.0
Intel Xeon Platinum 8275CL,Cascade Lake,240,24,48,768.0,3950.0
Intel Xeon Platinum 8175M,Skylake,240,24,48,16.0,238.3
Intel Xeon Platinum 8175M,Skylake,240,24,48,8.0,40.0
Intel Xeon Platinum 8175M,Skylake,240,24,48,256.0,1282.0
Intel Xeon Platinum 8175M,Skylake,240,24,48,16.0,101.3
Intel Xeon Platinum 8175M,Skylake,240,24,48,64.0,405.1
Intel Xeon Platinum 8175M,Skylake,240,24,48,192.0,1215.0
Intel Xeon Platinum 8175M,Skylake,240,24,48,256.0,1112.0
Intel Xeon Platinum 8151,Skylake,240,12,24,16.0,79.7
Intel Xeon Platinum 8151,Skylake,240,12,24,64.0,318.6
AMD EPYC 7V12,Rome,240,64,128,14.0,86.3
AMD EPYC 7V12,Rome,240,64,128,56.0,345.3
Intel Xeon Platinum 8124M,Skylake,240,18,36,42.0,273.4
Intel Xeon Platinum 8175M,Skylake,240,24,48,768.0,11440.0
Intel Xeon Platinum 8275CL,Cascade Lake,240,24,48,16.0,105.5
Intel Xeon Platinum 8175M,Skylake,240,24,48,256.0,1621.0
Intel Xeon Platinum 8175M,Skylake,240,24,48,384.0,2431.0
Intel Xeon Platinum 8175M,Skylake,240,24,48,1.0,14.3
Intel Xeon Platinum 8252C,Cascade Lake,240,12,24,768.0,3108.0
Intel Xeon Platinum 8151,Skylake,240,12,24,32.0,159.3
Intel Xeon Platinum 8151,Skylake,240,12,24,32.0,180.5
Intel Xeon Platinum 8151,Skylake,240,12,24,192.0,955.8
AMD EPYC 7V12,Rome,240,64,128,112.0,690.0
Intel Xeon Platinum 8124M,Skylake,240,18,36,16.0,117.4
Intel Xeon Platinum 8124M,Skylake,240,18,36,32.0,234.9
Intel Xeon Platinum 8124M,Skylake,240,18,36,5.0,33.2
Intel Xeon Platinum 8175M,Skylake,240,24,48,384.0,5718.0
Intel Xeon Platinum 8175M,Skylake,240,24,48,16.0,80.1
Intel Xeon Platinum 8175M,Skylake,240,24,48,32.0,160.2
Intel Xeon Platinum 8175M,Skylake,240,24,48,64.0,320.4
Intel Xeon Platinum 8175M,Skylake,240,24,48,318.0,1425.0
Intel Xeon Platinum 8175M,Skylake,240,24,48,512.0,2225.0
Intel Xeon Platinum 8252C,Cascade Lake,240,12,24,1024.0,4144.0
Intel Xeon Platinum 8124M,Skylake,240,18,36,72.0,528.5
Intel Xeon Platinum 8124M,Skylake,240,18,36,144.0,1311.0
Intel Xeon Platinum 8275CL,Cascade Lake,240,24,48,192.0,1806.0
Intel Xeon Platinum 8252C,Cascade Lake,240,12,24,8.0,54.1
Intel Xeon Platinum 8252C,Cascade Lake,240,12,24,192.0,1298.0
Intel Xeon Platinum 8175M,Skylake,240,24,48,32.0,139.0
Intel Xeon Platinum 8175M,Skylake,240,24,48,384.0,1668.0
Intel Xeon Platinum 8252C,Cascade Lake,240,12,24,256.0,1036.0
Intel Xeon Platinum 8151,Skylake,240,12,24,16.0,90.2
Intel Xeon Platinum 8275CL,Cascade Lake,240,24,48,96.0,648.9
Intel Xeon Platinum 8124M,Skylake,240,18,36,8.0,72.8
Intel Xeon Platinum 8124M,Skylake,240,18,36,16.0,145.7
Intel Xeon Platinum 8124M,Skylake,240,18,36,96.0,620.8
Intel Xeon Platinum 8175M,Skylake,240,24,48,96.0,1430.0
Intel Xeon Platinum 8252C,Cascade Lake,240,12,24,96.0,648.9
Intel Xeon Platinum 8175M,Skylake,240,24,48,26.0,116.9
Intel Xeon Platinum 8175M,Skylake,240,24,48,768.0,3337.0
Intel Xeon Platinum 8175M,Skylake,240,24,48,2.0,18.0
Intel Xeon Platinum 8252C,Cascade Lake,240,12,24,512.0,2072.0
Intel Xeon Platinum 8151,Skylake,240,12,24,64.0,361.0
AMD EPYC 7V12,Rome,240,64,128,28.0,172.6
Annapurna Labs Graviton3E,Graviton3E,250,64,64,64.0,476.6
Annapurna Labs Graviton3E,Graviton3E,250,64,64,4.0,29.8
Annapurna Labs Graviton3E,Graviton3E,250,64,64,2.0,14.9
Annapurna Labs Graviton3E,Graviton3E,250,64,64,96.0,714.9
Annapurna Labs Graviton3E,Graviton3E,250,64,64,128.0,953.2
Annapurna Labs Graviton3E,Graviton3E,250,64,64,16.0,119.1
Ampere Altra Max M128-30,Mystique,250,128,256,8.0,32.1
Ampere Altra Max M128-30,Mystique,250,128,256,64.0,246.9
Ampere Altra Max M128-30,Mystique,250,128,256,16.0,62.8
Annapurna Labs Graviton3E,Graviton3E,250,64,64,8.0,59.6
Annapurna Labs Graviton3E,Graviton3E,250,64,64,32.0,238.3
Ampere Altra Max M128-30,Mystique,250,128,256,128.0,492.5
Ampere Altra Max M128-30,Mystique,250,128,256,32.0,124.2
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,8.0,41.4
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,16.0,82.8
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,32.0,165.6
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,16.0,99.6
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,32.0,161.1
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,256.0,1335.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,8.0,39.5
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,256.0,1264.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,504.0,2548.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,256.0,1195.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,16.0,105.3
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,32.0,210.6
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,128.0,826.9
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,384.0,2316.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,192.0,993.3
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,8.0,49.8
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,192.0,1195.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,64.0,322.3
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,256.0,1289.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,32.0,158.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,32.0,149.3
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,4.0,26.3
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,64.0,331.1
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,128.0,662.2
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,32.0,199.2
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,64.0,398.4
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,384.0,1934.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,32.0,140.6
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,384.0,1687.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,8.0,41.7
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,128.0,667.3
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,128.0,632.1
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,192.0,948.2
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,672.0,3498.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,432.0,2060.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,128.0,842.2
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,128.0,1111.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,256.0,1654.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,16.0,80.6
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,32.0,166.8
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,16.0,79.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,384.0,1896.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,96.0,631.7
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,144.0,947.5
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,384.0,3334.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,640.0,5556.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,192.0,1240.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,128.0,796.8
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,256.0,1124.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,512.0,2249.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,64.0,333.6
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,672.0,3574.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,16.0,74.7
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,504.0,2218.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,672.0,3004.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,64.0,421.1
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,128.0,644.6
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,384.0,2391.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,192.0,1001.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,64.0,555.6
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,512.0,2578.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,64.0,281.1
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,128.0,562.2
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,64.0,316.1
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,160.0,805.7
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,64.0,298.7
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,128.0,597.4
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,672.0,3039.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,8.0,52.6
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,256.0,2222.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,256.0,1594.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,16.0,70.3
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,16.0,83.4
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,160.0,746.7
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,384.0,1792.0
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,160.0,702.8
Intel Xeon Platinum 8370C,Ice Lake-SP,270,32,64,512.0,4445.0
AMD EPYC 7R32,Rome,280,48,96,128.0,826.1
AMD EPYC 7R32,Rome,280,48,96,16.0,100.3
AMD EPYC 9R14,Genoa,280,96,96,16.0,70.0
AMD EPYC 9R14,Genoa,280,96,96,64.0,280.2
AMD EPYC 9R14,Genoa,280,96,96,768.0,3096.0
AMD EPYC 7763,Milan,280,64,128,8.0,48.8
AMD EPYC 7763,Milan,280,64,128,32.0,195.2
AMD EPYC 7763,Milan,280,64,128,16.0,81.4
AMD EPYC 7763,Milan,280,64,128,8.0,38.5
AMD EPYC 7763,Milan,280,64,128,192.0,924.4
AMD EPYC 7763,Milan,280,64,128,32.0,138.6
AMD EPYC 7763,Milan,280,64,128,384.0,1768.0
AMD EPYC 7763,Milan,280,64,128,512.0,4413.0
AMD EPYC 7R32,Rome,280,48,96,4.0,25.8
AMD EPYC 7R32,Rome,280,48,96,32.0,206.5
AMD EPYC 7R32,Rome,280,48,96,16.0,144.5
AMD EPYC 7R32,Rome,280,48,96,96.0,867.0
AMD EPYC 7R32,Rome,280,48,96,192.0,1762.0
AMD EPYC 9R14,Genoa,280,96,96,2.0,10.2
AMD EPYC 9R14,Genoa,280,96,96,192.0,974.0
AMD EPYC 7R32,Rome,280,48,96,64.0,361.8
AMD EPYC 9R14,Genoa,280,96,96,4.0,17.5
AMD EPYC 9R14,Genoa,280,96,96,32.0,140.1
AMD EPYC 9R14,Genoa,280,96,96,32.0,129.0
AMD EPYC 7763,Milan,280,64,128,128.0,781.0
AMD EPYC 7763,Milan,280,64,128,8.0,40.7
AMD EPYC 7763,Milan,280,64,128,32.0,154.1
AMD EPYC 7763,Milan,280,64,128,160.0,795.8
AMD EPYC 7763,Milan,280,64,128,16.0,69.3
AMD EPYC 7763,Milan,280,64,128,160.0,736.8
AMD EPYC 7763,Milan,280,64,128,432.0,2028.0
AMD EPYC 7763,Milan,280,64,128,64.0,551.6
AMD EPYC 7R32,Rome,280,48,96,8.0,72.2
AMD EPYC 9R14,Genoa,280,96,96,16.0,81.2
AMD EPYC 9R14,Genoa,280,96,96,64.0,324.7
AMD EPYC 7R32,Rome,280,48,96,32.0,200.6
AMD EPYC 7R32,Rome,280,48,96,128.0,802.5
AMD EPYC 7763,Milan,280,64,128,256.0,1303.0
AMD EPYC 7763,Milan,280,64,128,64.0,318.3
