name,family,tdp,cores,threads,memory,embodied
AMD EPYC 7763,Milan,280,64,128,384.0,1910.0
AMD EPYC 7763,Milan,280,64,128,64.0,277.2
AMD EPYC 7763,Milan,280,64,128,160.0,692.9
AMD EPYC 7763,Milan,280,64,128,256.0,2207.0
AMD EPYC 7R32,Rome,280,48,96,192.0,1239.0
AMD EPYC 9R14,Genoa,280,96,96,8.0,40.6
AMD EPYC 9R14,Genoa,280,96,96,256.0,1299.0
AMD EPYC 7R32,Rome,280,48,96,16.0,104.0
AMD EPYC 7R32,Rome,280,48,96,192.0,1357.0
AMD EPYC 9R14,Genoa,280,96,96,8.0,35.0
AMD EPYC 9R14,Genoa,280,96,96,256.0,1121.0
AMD EPYC 9R14,Genoa,280,96,96,512.0,2242.0
AMD EPYC 7763,Milan,280,64,128,16.0,97.6
AMD EPYC 7763,Milan,280,64,128,64.0,390.5
AMD EPYC 7763,Milan,280,64,128,192.0,1171.0
AMD EPYC 7763,Milan,280,64,128,384.0,2343.0
AMD EPYC 7763,Milan,280,64,128,384.0,1954.0
AMD EPYC 7763,Milan,280,64,128,64.0,308.1
AMD EPYC 7763,Milan,280,64,128,512.0,2547.0
AMD EPYC 7763,Milan,280,64,128,512.0,2217.0
AMD EPYC 7763,Milan,280,64,128,16.0,73.7
AMD EPYC 7763,Milan,280,64,128,128.0,589.4
AMD EPYC 7763,Milan,280,64,128,640.0,5516.0
AMD EPYC 7R32,Rome,280,48,96,64.0,413.0
AMD EPYC 7R32,Rome,280,48,96,32.0,289.0
AMD EPYC 7R32,Rome,280,48,96,64.0,578.0
AMD EPYC 7R32,Rome,280,48,96,128.0,682.9
AMD EPYC 7R32,Rome,280,48,96,768.0,4396.0
AMD EPYC 9R14,Genoa,280,96,96,16.0,64.5
AMD EPYC 9R14,Genoa,280,96,96,512.0,2064.0
AMD EPYC 7763,Milan,280,64,128,256.0,1562.0
AMD EPYC 7763,Milan,280,64,128,32.0,162.9
AMD EPYC 7763,Milan,280,64,128,64.0,325.7
AMD EPYC 7763,Milan,280,64,128,256.0,1109.0
AMD EPYC 7763,Milan,280,64,128,672.0,3451.0
AMD EPYC 7763,Milan,280,64,128,672.0,3141.0
AMD EPYC 7R32,Rome,280,48,96,8.0,51.6
AMD EPYC 7R32,Rome,280,48,96,96.0,619.5
AMD EPYC 9R14,Genoa,280,96,96,32.0,162.3
AMD EPYC 9R14,Genoa,280,96,96,96.0,487.0
AMD EPYC 9R14,Genoa,280,96,96,384.0,1948.0
AMD EPYC 7R32,Rome,280,48,96,256.0,1605.0
AMD EPYC 7R32,Rome,280,48,96,32.0,201.3
AMD EPYC 9R14,Genoa,280,96,96,128.0,560.4
AMD EPYC 9R14,Genoa,280,96,96,8.0,32.2
AMD EPYC 9R14,Genoa,280,96,96,128.0,515.9
AMD EPYC 7763,Milan,280,64,128,16.0,77.0
AMD EPYC 7763,Milan,280,64,128,672.0,3286.0
AMD EPYC 7763,Milan,280,64,128,64.0,294.7
AMD EPYC 7763,Milan,280,64,128,256.0,1179.0
AMD EPYC 7R32,Rome,280,48,96,16.0,103.3
AMD EPYC 9R14,Genoa,280,96,96,4.0,20.3
AMD EPYC 9R14,Genoa,280,96,96,128.0,649.4
AMD EPYC 9R14,Genoa,280,96,96,192.0,840.6
AMD EPYC 9R14,Genoa,280,96,96,384.0,1681.0
AMD EPYC 9R14,Genoa,280,96,96,1024.0,4127.0
AMD EPYC 7763,Milan,280,64,128,128.0,651.4
AMD EPYC 7763,Milan,280,64,128,192.0,977.1
AMD EPYC 7763,Milan,280,64,128,128.0,616.3
AMD EPYC 7763,Milan,280,64,128,16.0,79.6
AMD EPYC 7763,Milan,280,64,128,128.0,636.7
AMD EPYC 7763,Milan,280,64,128,256.0,1273.0
AMD EPYC 7763,Milan,280,64,128,128.0,554.3
AMD EPYC 7763,Milan,280,64,128,384.0,1663.0
AMD EPYC 7763,Milan,280,64,128,32.0,147.4
AMD EPYC 7763,Milan,280,64,128,384.0,3310.0
AMD EPYC 7R32,Rome,280,48,96,4.0,36.1
AMD EPYC 7R32,Rome,280,48,96,128.0,1156.0
AMD EPYC 7R32,Rome,280,48,96,64.0,401.2
AMD EPYC 7R32,Rome,280,48,96,256.0,1379.0
AMD EPYC 7R32,Rome,280,48,96,384.0,2198.0
AMD EPYC 9R14,Genoa,280,96,96,768.0,3362.0
AMD EPYC 9R14,Genoa,280,96,96,64.0,258.0
AMD EPYC 9R14,Genoa,280,96,96,256.0,1032.0
AMD EPYC 9R14,Genoa,280,96,96,384.0,1548.0
AMD EPYC 9R14,Genoa,280,96,96,1536.0,6191.0
AMD EPYC 7763,Milan,280,64,128,256.0,1233.0
AMD EPYC 7763,Milan,280,64,128,384.0,1849.0
AMD EPYC 7763,Milan,280,64,128,32.0,159.2
AMD EPYC 7763,Milan,280,64,128,672.0,2957.0
AMD EPYC 7763,Milan,280,64,128,128.0,1103.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,96.0,542.9
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,64.0,623.2
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,96.0,934.7
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,192.0,1869.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,32.0,133.6
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,16.0,83.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,128.0,665.2
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,512.0,2661.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,1024.0,5321.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,1536.0,6428.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,512.0,2014.0
Annapurna Labs Graviton4,Graviton4,300,96,96,16.0,101.7
Annapurna Labs Graviton4,Graviton4,300,96,96,64.0,406.7
Annapurna Labs Graviton4,Graviton4,300,96,96,16.0,62.0
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,16.0,70.6
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,32.0,141.2
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,384.0,1694.0
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,128.0,508.3
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,256.0,1017.0
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,16.0,112.8
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,32.0,225.6
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,976.0,3550.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,64.0,361.9
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,16.0,155.7
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,512.0,4176.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,192.0,1288.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,256.0,1718.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,512.0,3491.0
Annapurna Labs Graviton4,Graviton4,300,96,96,128.0,813.5
Annapurna Labs Graviton4,Graviton4,300,96,96,16.0,79.0
Annapurna Labs Graviton4,Graviton4,300,96,96,64.0,248.0
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,8.0,35.3
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,128.0,564.7
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,512.0,2259.0
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,768.0,3050.0
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,2.0,14.1
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,32.0,181.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,32.0,149.4
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,64.0,298.8
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,128.0,597.7
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,192.0,896.5
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,128.0,534.6
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,2048.0,8057.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,4096.0,16110.0
Annapurna Labs Graviton4,Graviton4,300,96,96,8.0,50.8
Annapurna Labs Graviton4,Graviton4,300,96,96,768.0,3248.0
Annapurna Labs Graviton4,Graviton4,300,96,96,512.0,1984.0
Annapurna Labs Graviton4,Graviton4,300,96,96,768.0,2976.0
Annapurna Labs Graviton4,Graviton4,300,96,96,16.0,131.2
Annapurna Labs Graviton4,Graviton4,300,96,96,512.0,4203.0
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,256.0,1129.0
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,976.0,3664.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,16.0,90.5
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,4.0,38.8
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,8.0,77.8
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,256.0,2088.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,16.0,74.7
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,384.0,1793.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,64.0,267.3
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,32.0,166.2
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,256.0,1007.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,3072.0,12090.0
Annapurna Labs Graviton4,Graviton4,300,96,96,32.0,203.4
Annapurna Labs Graviton4,Graviton4,300,96,96,32.0,158.0
Annapurna Labs Graviton4,Graviton4,300,96,96,128.0,632.0
Annapurna Labs Graviton4,Graviton4,300,96,96,32.0,135.3
Annapurna Labs Graviton4,Graviton4,300,96,96,64.0,525.3
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,192.0,847.0
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,512.0,2033.0
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,8.0,56.4
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,80.0,564.1
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,1952.0,7099.0
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,1952.0,7327.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,256.0,2493.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,16.0,130.4
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,64.0,522.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,128.0,1044.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,16.0,66.8
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,768.0,3207.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,64.0,332.4
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,1024.0,4285.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,2048.0,8570.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,128.0,503.4
Annapurna Labs Graviton4,Graviton4,300,96,96,2.0,12.7
Annapurna Labs Graviton4,Graviton4,300,96,96,4.0,25.4
Annapurna Labs Graviton4,Graviton4,300,96,96,64.0,316.0
Annapurna Labs Graviton4,Graviton4,300,96,96,128.0,541.3
Annapurna Labs Graviton4,Graviton4,300,96,96,256.0,1083.0
Annapurna Labs Graviton4,Graviton4,300,96,96,384.0,1624.0
Annapurna Labs Graviton4,Graviton4,300,96,96,32.0,124.0
Annapurna Labs Graviton4,Graviton4,300,96,96,128.0,495.9
Annapurna Labs Graviton4,Graviton4,300,96,96,1024.0,3967.0
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,320.0,1412.0
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,32.0,127.1
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,640.0,2541.0
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,48.0,338.4
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,64.0,451.2
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,8.0,45.2
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,128.0,723.9
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,192.0,1086.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,128.0,1246.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,32.0,260.9
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,1024.0,8352.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,32.0,214.6
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,384.0,2577.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,1024.0,4028.0
Annapurna Labs Graviton4,Graviton4,300,96,96,96.0,610.1
Annapurna Labs Graviton4,Graviton4,300,96,96,192.0,1220.0
Annapurna Labs Graviton4,Graviton4,300,96,96,192.0,948.0
Annapurna Labs Graviton4,Graviton4,300,96,96,256.0,1264.0
Annapurna Labs Graviton4,Graviton4,300,96,96,384.0,1896.0
Annapurna Labs Graviton4,Graviton4,300,96,96,32.0,262.6
Annapurna Labs Graviton4,Graviton4,300,96,96,128.0,1051.0
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,384.0,1525.0
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,96.0,676.9
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,4.0,22.6
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,512.0,2391.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,8.0,53.6
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,16.0,107.3
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,384.0,1604.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,1024.0,4276.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,256.0,1330.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,384.0,1995.0
Annapurna Labs Graviton4,Graviton4,300,96,96,8.0,39.5
Annapurna Labs Graviton4,Graviton4,300,96,96,8.0,33.8
Annapurna Labs Graviton4,Graviton4,300,96,96,16.0,67.7
Annapurna Labs Graviton4,Graviton4,300,96,96,64.0,270.6
Annapurna Labs Graviton4,Graviton4,300,96,96,512.0,2165.0
Annapurna Labs Graviton4,Graviton4,300,96,96,256.0,991.9
Annapurna Labs Graviton4,Graviton4,300,96,96,256.0,2101.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,256.0,1448.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,32.0,311.6
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,8.0,37.4
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,256.0,1195.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,64.0,429.4
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,128.0,858.9
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,512.0,3436.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,256.0,1069.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,512.0,2138.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,768.0,3991.0
Intel Xeon Platinum 8375C,Ice Lake,300,32,64,32.0,218.2
Annapurna Labs Graviton4,Graviton4,300,96,96,4.0,19.8
Annapurna Labs Graviton4,Graviton4,300,96,96,1536.0,5951.0
Annapurna Labs Graviton4,Graviton4,300,96,96,384.0,3152.0
Annapurna Labs Graviton4,Graviton4,300,96,96,768.0,6304.0
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,64.0,282.3
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,16.0,63.5
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,64.0,254.1
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,864.0,3501.0
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,4.0,28.2
Intel Xeon Platinum 8373C,Ice Lake,300,36,72,3904.0,14200.0
Intel Xeon Platinum 8490H,Sapphire Rapids,350,60,120,32768.0,116600.0
Intel Xeon 6455B,Sapphire Rapids,350,32,64,64.0,270.7
Intel Xeon 6455B,Sapphire Rapids,350,32,64,16.0,67.7
Intel Xeon 6455B,Sapphire Rapids,350,32,64,32.0,135.3
Intel Xeon Platinum 8490H,Sapphire Rapids,350,60,120,16384.0,58520.0
Intel Xeon 6455B,Sapphire Rapids,350,32,64,256.0,1083.0
Intel Xeon 6455B,Sapphire Rapids,350,32,64,1024.0,4331.0
Intel Xeon 6455B,Sapphire Rapids,350,32,64,384.0,1624.0
Intel Xeon 6455B,Sapphire Rapids,350,32,64,128.0,541.4
Intel Xeon 6455B,Sapphire Rapids,350,32,64,512.0,2165.0
Intel Xeon Platinum 8490H,Sapphire Rapids,350,60,120,24576.0,87540.0
Intel Xeon Platinum 8488C,Sapphire Rapids,385,48,96,32.0,138.6
Intel Xeon Platinum 8488C,Sapphire Rapids,385,48,96,192.0,831.6
Intel Xeon Platinum 8488C,Sapphire Rapids,385,48,96,64.0,282.3
Intel Xeon Platinum 8488C,Sapphire Rapids,385,48,96,64.0,277.2
Intel Xeon Platinum 8488C,Sapphire Rapids,385,48,96,16.0,70.6
Intel Xeon Platinum 8488C,Sapphire Rapids,385,48,96,4.0,17.3
Intel Xeon Platinum 8488C,Sapphire Rapids,385,48,96,192.0,847.0
Intel Xeon Platinum 8488C,Sapphire Rapids,385,48,96,256.0,1129.0
Intel Xeon Platinum 8488C,Sapphire Rapids,385,48,96,768.0,3388.0
Intel Xeon Platinum 8488C,Sapphire Rapids,385,48,96,384.0,1663.0
Intel Xeon Platinum 8488C,Sapphire Rapids,385,48,96,8.0,35.3
Intel Xeon Platinum 8488C,Sapphire Rapids,385,48,96,96.0,415.8
Intel Xeon Platinum 8488C,Sapphire Rapids,385,48,96,32.0,141.2
Intel Xeon Platinum 8488C,Sapphire Rapids,385,48,96,128.0,564.7
Intel Xeon Platinum 8488C,Sapphire Rapids,385,48,96,384.0,1694.0
Intel Xeon Platinum 8488C,Sapphire Rapids,385,48,96,8.0,34.6
Intel Xeon Platinum 8488C,Sapphire Rapids,385,48,96,16.0,69.3
Intel Xeon Platinum 8488C,Sapphire Rapids,385,48,96,128.0,554.4
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,80.0,452.0
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,16.0,90.4
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,8.0,53.3
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,128.0,852.7
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,16.0,86.7
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,504.0,2817.0
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,32.0,161.5
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,96.0,684.2
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,144.0,1026.0
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,16.0,114.0
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,8.0,45.2
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,256.0,1446.0
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,64.0,344.0
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,128.0,693.4
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,256.0,1387.0
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,128.0,646.2
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,384.0,1939.0
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,4.0,28.5
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,2.0,13.7
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,256.0,1705.0
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,160.0,866.7
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,160.0,763.8
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,256.0,1222.0
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,4.0,29.1
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,64.0,316.5
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,48.0,271.2
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,64.0,426.4
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,128.0,723.2
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,192.0,1085.0
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,128.0,688.0
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,64.0,346.7
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,128.0,611.1
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,384.0,1833.0
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,16.0,79.1
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,32.0,180.8
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,192.0,1279.0
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,8.0,43.0
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,192.0,1032.0
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,256.0,1376.0
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,384.0,2080.0
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,256.0,1292.0
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,8.0,58.1
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,64.0,361.6
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,0.5,7.4
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,32.0,172.0
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,160.0,807.7
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,16.0,80.8
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,504.0,2411.0
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,64.0,456.1
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,128.0,912.2
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,2.0,14.5
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,16.0,116.2
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,32.0,213.2
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,16.0,86.0
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,32.0,173.3
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,504.0,2740.0
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,432.0,2229.0
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,64.0,323.1
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,16.0,76.4
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,1.0,9.5
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,4.0,27.4
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,16.0,106.6
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,32.0,152.8
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,504.0,2488.0
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,64.0,305.5
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,32.0,228.1
Intel Xeon Platinum 8272CL,Cascade Lake-SP,390,52,104,8.0,57.0
